sentenceID,sentenceText
DDI-DrugBank.d64.s38,chlorpropamide;
DDI-DrugBank.d64.s39,chymotrypsin;
DDI-DrugBank.d64.s40,cimetidine;
DDI-DrugBank.d64.s41,cinchophen;
DDI-DrugBank.d64.s42,clofibrate;
DDI-DrugBank.d64.s43,dextran;
DDI-DrugBank.d64.s44,dextrothyroxine;
DDI-DrugBank.d64.s45,diazoxide;
DDI-DrugBank.d64.s46,dietary deficiencies;
DDI-DrugBank.d64.s47,diflunisal;
DDI-DrugBank.d64.s48,diuretics*;
DDI-DrugBank.d64.s49,disulfiram;
DDI-DrugBank.d64.s50,drugs affecting blood elements;
DDI-DrugBank.d64.s51,ethacrynic acid;
DDI-DrugBank.d64.s52,fenoprofen;
DDI-DrugBank.d64.s53,glucagon;
DDI-DrugBank.d64.s54,hepatotoxic drugs;
DDI-DrugBank.d64.s55,ibuprofen;
DDI-DrugBank.d64.s56,indomethacin;
DDI-DrugBank.d64.s57,influenza virus vaccine;
DDI-DrugBank.d64.s58,inhalation anesthetics;
DDI-DrugBank.d64.s59,mefenamic acid;
DDI-DrugBank.d64.s60,methyldopa;
DDI-DrugBank.d64.s61,methylphenidate;
DDI-DrugBank.d64.s62,metronidazole;
DDI-DrugBank.d64.s63,miconazole;
DDI-DrugBank.d64.s64,monoamine oxidase inhibitors;
DDI-DrugBank.d64.s65,nalidixic acid;
DDI-DrugBank.d64.s66,naproxen;
DDI-DrugBank.d64.s67,oxolinic acid;
DDI-DrugBank.d64.s68,oxyphenbutazone;
DDI-DrugBank.d64.s69,pentoxifylline;
DDI-DrugBank.d64.s70,phenylbutazone;
DDI-DrugBank.d64.s71,phenyramidol;
DDI-DrugBank.d64.s72,phenytoin;
DDI-DrugBank.d64.s73,prolonged hot weather;
DDI-DrugBank.d64.s74,prolonged narcotics;
DDI-DrugBank.d64.s75,pyrazolones;
DDI-DrugBank.d64.s76,quinidine;
DDI-DrugBank.d64.s77,quinine;
DDI-DrugBank.d64.s78,ranitidine*;
DDI-DrugBank.d64.s79,salicylates;sulfinpyrazone;
DDI-DrugBank.d64.s80,"sulfonamides, long acting;"
DDI-DrugBank.d64.s81,sulindac;
DDI-DrugBank.d64.s82,thyroid drugs;
DDI-DrugBank.d64.s83,tolbutamide;
DDI-DrugBank.d64.s84,triclofos sodium;
DDI-DrugBank.d64.s85,trimethoprim/sulfamethoxazole;
DDI-DrugBank.d64.s86,unreliable prothrombin time determinations;
DDI-DrugBank.d64.s87,"Drugs that reportedly may increase oral anticoagulant response, ie, increased prothrombin response, in man include:alcohol*;allopurinol;aminosalicylic acid;amiodarone;anabolic steroids;antibiotics;bromelains;chloral hydrate*;chlorpropamide;chymotrypsin;cimetidine;cinchophen;clofibrate;dextran;dextrothyroxine;diazoxide;dietary deficiencies;diflunisal;disulfiram;drugs affecting blood elements;ethacrynic acid;fenoprofen;glucagon;hepatotoxic drugs;ibuprofen;indomethacin;influenza virus vaccine;inhalation anesthetics;mefenamic acid;methyldopa;methylphenidate;metronidazole;miconazole;monoamine oxidase inhibitors;nalidixic acid;naproxen;oxolinic acid;oxyphenbutazone;pentoxifylline;phenylbutazone;phenyramidol;phenytoin;prolonged hot weather;prolonged narcotics;pyrazolones;quinidine;quinine;ranitidine*;salicylates;sulfinpyrazone;sulfonamides, long acting;sulindac;thyroid drugs;tolbutamide;triclofos sodium;trimethoprim/sulfamethoxazole;unreliable prothrombin time determinations;warfarin sodium overdosage."
DDI-DrugBank.d64.s88,"Oral anticoagulants may potentiate the hypoglycemic action of hypoglycemic agents, eg, tolbutamide and chlorpropamide, by inhibiting their metabolism in the liver."
DDI-DrugBank.d64.s89,"Because oral anticoagulants may interfere with the hepatic metabolism of phenytoin, toxic levels of the anticonvulsant may occur when an oral anticoagulant and phenytoin are administered concurrently."
DDI-DrugBank.d64.s90,"Drugs that reduce the number of blood platelets by causing bone marrow depression (such as antineoplastic agents) or drugs which inhibit platelet function (eg, aspirin and other non-steroidal anti-inflammatory drugs, dipyridamole, hydrochloroquine, clofibrate, dextran) may increase the bleeding tendency produced by anticoagulants without altering prothrombin time determinations."
DDI-DrugBank.d64.s91,The beneficial effects on arterial thrombus formation from combined therapy with antiplatelet and anticoagulant medication must be weighed against an increased risk of inducing hemorrhage.
DDI-DrugBank.d64.s92,*Increased and decreased prothrombin time responses have been reported.
DDI-DrugBank.d64.s93,"Drug/Laboratory Test Interferences: Dicumarol and indanedione anticoagulants, including anisindione, or their metabolites may color alkaline urine red-orange, which may interfere with spectrophotometrically determined urinary laboratory tests."
DDI-DrugBank.d64.s94,The color reverses when the test sample is acidified in vitro to a pH below 4.
DDI-DrugBank.d452.s0,Administration of thiazide diuretics to hypoparathyroid patients who are concurrently being treated with dihydrotachysterol may cause hypercalcemia.
DDI-DrugBank.d267.s0,Prior administration of succinylcholine has no clinically important effect on the neuromuscular blocking action of NUROMAX.
DDI-DrugBank.d267.s1,The use of NUROMAX before succinylcholine to attenuate some of the side effects of succinylcholine has not been studied.
DDI-DrugBank.d267.s2,There are no clinical data on concomitant use of NUROMAX and other nondepolarizing neuromuscular blocking agents.
DDI-DrugBank.d267.s3,"Isoflurane, enflurane, and halothane decrease the ED50 of NUROMAX by 30% to 45%."
DDI-DrugBank.d267.s4,These agents may also prolong the clinically effective duration of action by up to 25%.
DDI-DrugBank.d267.s5,"Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as NUROMAX include certain antibiotics (e. g., aminoglycosides, tetracyclines, bacitracin, polymyxins, lincomycin, clindamycin, colistin, and sodium colistimethate), magnesium salts, lithium, local anesthetics, procainamide, and quinidine."
DDI-DrugBank.d267.s6,"As with some other nondepolarizing neuromuscular blocking agents, the time of onset of neuromuscular block induced by NUROMAX is lengthened and the duration of block is shortened in patients receiving phenytoin or carbamazepine."
DDI-DrugBank.d457.s0,"Barbiturates may decrease the effectiveness of oral contraceptives, certain antibiotics, quinidine, theophylline, corticosteroids, anticoagulants, and beta blockers."
DDI-DrugBank.d333.s0,"Effect of Clonazepam on the Pharmacokinetics of Other Drugs: Clonazepam does not appear to alter the pharmacokinetics of phenytoin, carbamazepine, or phenobarbital."
DDI-DrugBank.d333.s1,The effect of clonazepam on the metabolism of other drugs has not been investigated.
DDI-DrugBank.d333.s2,"Effect of Other Drugs on the Pharmacokinetics of Clonazepam: Literature reports suggest that ranitidine, an agent that decreases stomach acidity, does not greatly alter clonazepam pharmacokinetics."
DDI-DrugBank.d333.s3,"In a study in which the 2 mg clonazepam orally disintegrating tablet was administered with and without propantheline (an anticholinergic agent with multiple effects on the GI tract) to healthy volunteers, the AUC of clonazepam was 10% lower and the Cmax of clonazepam was 20% lower when the orally disintegrating tablet was given with propantheline compared to when it was given alone."
DDI-DrugBank.d333.s4,Fluoxetine does not affect the pharmacokinetics of clonazepam.
DDI-DrugBank.d333.s5,"Cytochrome P-450 inducers, such as phenytoin, carbamazepine and phenobarbital, induce clonazepam metabolism, causing an approximately 30% decrease in plasma clonazepam levels."
DDI-DrugBank.d333.s6,"Although clinical studies have not been performed, based on the involvement of the cytochrome P-450 3A family in clonazepam metabolism, inhibitors of this enzyme system, notably oral antifungal agents, should be used cautiously in patients receiving clonazepam."
DDI-DrugBank.d333.s7,"Pharmacodynamic Interactions: The CNS-depressant action of the benzodiazepine class of drugs may be potentiated by alcohol, narcotics, barbiturates, nonbarbiturate hypnotics, antianxiety agents, the phenothiazines, thioxanthene and butyrophenone classes of antipsychotic agents, monoamine oxidase inhibitors and the tricyclic antidepressants, and by other anticonvulsant drugs."
DDI-DrugBank.d463.s0,"It is recommended that buspirone hydrochloride not be used concomitantly with MAO inhibitors Because the effects of concomitant administration of buspirone HCl with most other psychotropic drugs have not been studied, the concomitant use of buspirone HCl with other CNS-active drugs should be approached with caution."
DDI-DrugBank.d463.s1,There is one report suggesting that the concomitant use of trazodone hydrochloride (Desyrel) and buspirone HCl may have caused 3- to 6-fold elevations on SGPT (ALT) in a few patients.
DDI-DrugBank.d463.s2,"In a similar study, attempting to replicate this finding, no interactive effect on hepatic transaminases was identified."
DDI-DrugBank.d463.s3,"In a study in normal volunteers, concomitant administration of buspirone HCl and haloperidol resulted in increased serum haloperidol concentrations."
DDI-DrugBank.d463.s4,The clinical significance of this finding is not clear.
DDI-DrugBank.d463.s5,"In vitro, buspirone does not displace tightly bound drugs like phenytoin, propranolol, and warfarin from serum proteins."
DDI-DrugBank.d463.s6,"However, there has been one report of prolonged prothrombin time when buspirone was added to the regimen of a patient treated with warfarin."
DDI-DrugBank.d463.s7,"The patient was also chronically receiving phenytoin, phenobarbital, digoxin, and levothyroxine sodium."
DDI-DrugBank.d463.s8,"In vitro, buspirone may displace less firmly bound drugs like digoxin."
DDI-DrugBank.d463.s9,The clinical significance of this property is unknown.
DDI-DrugBank.d86.s0,"The concurrent use of two or more drugs with anticholinergic activity--such as an antipsychotic drug (eg, chlorpromazine), an antiparkinsonian drug (eg, trihexyphenidyl), and/or a tricyclic antidepressant (eg, amitriptyline)--commonly results in excessive anticholinergic effects, including dry mouth and associated dental complications, blurred vision, and, in patients exposed to high temperature and humidity, hyperpyrexia."
DDI-DrugBank.d86.s1,"Interactions may also occur with the following: anti-depressants/anti-anxiety drugs, drugs used to treat an overactive thyroid, beta-blockers (e.g., propranolol), sparfloxacin, grepafloxacin, guanethidine, guanadrel, metrizamide, cabergoline, lithium, narcotic pain medication (e.g., codeine), drugs used to aid sleep, drowsiness-causing antihistamines (e.g., diphenhydramine), any other drugs that may make you drowsy."
DDI-DrugBank.d354.s0,Tizoxanide is highly bound to plasma protein ( 99.9%).
DDI-DrugBank.d354.s1,"Therefore, caution should be used when administering nitazoxanide concurrently with other highly plasma protein-bound drugs with narrow therapeutic indices, as competition for binding sites may occur (e.g., warfarin)."
DDI-DrugBank.d354.s2,In vitro metabolism studies have demonstrated that tizoxanide has no significant inhibitory effect on cytochrome P450 enzymes.
DDI-DrugBank.d354.s3,"Although no drug-drug interaction studies have been conducted in vivo, it is expected that no significant interaction would occur when nitazoxanide is co-administered with drugs that either are metabolized by or inhibit cytochrome P450 enzymes."
DDI-DrugBank.d491.s0,No formal interaction studies have been performed.
DDI-DrugBank.d491.s1,The duration of the period following treatment with AMEVIVE  before one should consider starting other immunosuppressive therapy has not been evaluated.
DDI-DrugBank.d491.s2,"Carcinogenesis, Mutagenesis, and Fertility"
DDI-DrugBank.d491.s3,"In a chronic toxicity study, cynomolgus monkeys were dosed weekly for 52 weeks with intravenous alefacept at 1 mg/kg/dose or 20 mg/kg/dose."
DDI-DrugBank.d491.s4,One animal in the high dose group developed a B-cell lymphoma that was detected after 28 weeks of dosing.
DDI-DrugBank.d491.s5,Additional animals in both dose groups developed B-cell hyperplasia of the spleen and lymph nodes.
DDI-DrugBank.d491.s6,All animals in the study were positive for an endemic primate gammaherpes virus also known as lymphocryptovirus (LCV).
DDI-DrugBank.d491.s7,"Latent LCV infection is generally asymptomatic, but can lead to B-cell lymphomas when animals are immune suppressed."
DDI-DrugBank.d491.s8,"In a separate study, baboons given 3 doses of alefacept at 1 mg/kg every 8 weeks were found to have centroblast proliferation in B-cell dependent areas in the germinal centers of the spleen following a 116-day washout period."
